"","Year","runsize_obs","SST_win_lag1","SST_win_lag2","SST_sum_lag1","SST_sum_lag2","CFS_min_lag2","CFS_min_lag3","CFS_mean_lag2","CFS_mean_lag3","CFS_max_lag2","CFS_max_lag3"
"1",1985,6650,0.168777655841627,0.717780761323016,-1.05855721526268,0.932690926570468,NA,NA,NA,NA,NA,NA
"2",1986,7616,-0.414986088609577,0.168777655841627,-0.902910886217909,-1.05855721526268,NA,NA,NA,NA,NA,NA
"3",1987,8883,-0.632717402869937,-0.414986088609577,-1.18476881658899,-0.902910886217909,NA,NA,NA,NA,NA,NA
"4",1988,8665,0.792395295765405,-0.632717402869937,-1.06539114015341,-1.18476881658899,NA,NA,NA,NA,NA,NA
"5",1989,8385,0.0456143003906907,0.792395295765405,-1.2462067123342,-1.06539114015341,NA,NA,NA,NA,NA,NA
"6",1990,7896,-1.31279137433996,0.0456143003906907,0.766846220701665,-1.2462067123342,NA,NA,NA,NA,NA,NA
"7",1991,6416,-0.522246520571066,-1.31279137433996,1.3956224069029,0.766846220701665,NA,NA,NA,NA,NA,NA
"8",1992,7944,-0.938792973210741,-0.522246520571066,-0.830668554822675,1.3956224069029,-1.13592239267659,NA,0.836404260234869,NA,-0.242599977709781,NA
"9",1993,6852,0.995297155053161,-0.938792973210741,0.380764272481722,-0.830668554822675,-0.391219078099654,-1.14636791299632,1.16732636980795,0.807470889021292,1.18346554643461,-0.261070199976096
"10",1994,5099,-0.414894585373725,0.995297155053161,0.48477327569616,0.380764272481722,0.500626021659214,-0.408509513219894,-0.407938031807666,1.13554402621786,0.123946073101482,1.1517342306678
"11",1995,4721,0.977416956779817,-0.414894585373725,1.19044911768049,0.48477327569616,-1.02715294323377,0.475138223100934,-2.54875161105361,-0.426158619818176,-2.32893001614197,0.102067310785817
"12",1996,5142,0.444154737807734,0.977416956779817,1.78256242462574,1.19044911768049,-0.521817875266019,-1.03859821419213,-1.40335955121492,-2.54854152134843,-0.301351013760386,-2.32799929417108
"13",1997,6199,0.722925276582905,0.444154737807734,-0.788969639001541,1.78256242462574,-0.0818308872149223,-0.537907916051825,0.814772234599409,-1.41301036304627,0.618917448589919,-0.319274905602799
"14",1998,4989,0.084664577166946,0.722925276582905,1.60148748234022,-0.788969639001541,-0.212865791490778,-0.101965053208164,1.17510479192502,0.786025097673904,0.672963267713217,0.59243590920736
"15",1999,3524,2.30656669588519,0.084664577166946,0.288164371418872,1.60148748234022,0.0477806066990841,-0.231795554686147,0.784829518329053,1.1432554823961,1.31341241053231,0.645979152082533
"16",2000,4822,-0.0338452456646188,2.30656669588519,-0.789055764197331,0.288164371418872,2.18247079789848,0.0264551211351593,0.939471239119703,0.756340164032946,-1.17896507152298,1.28047270883532
"17",2001,6979,-0.000513497502737443,-0.0338452456646188,0.36694883633701,-0.789055764197331,-0.770538943342517,2.14152438115535,0.927089891415437,0.90965054437204,0.0224133880437869,-1.1887279624294
"18",2002,4593,0.405995346702708,-0.000513497502737443,-0.643078132077201,0.36694883633701,1.48469142881622,-0.78434287301971,1.0203915458567,0.897375790082275,0.221233342016806,0.00147878601186005
"19",2003,4508,-0.528548805940074,0.405995346702708,-0.396484192966435,-0.643078132077201,0.510345818619158,1.45015862704892,-2.18663145665694,0.989874192554275,-2.50861788738122,0.198449897870151
"20",2004,5602,1.27695512927062,-0.528548805940074,0.777830266171128,-0.396484192966435,1.15294385549819,0.484768680882757,0.69621675805968,-2.18953892932372,1.22968753141429,-2.50601623401127
"21",2005,6677,0.175743339670532,1.27695512927062,1.33785925248014,0.777830266171128,-0.323137937816994,1.12146030009544,0.523695037830062,0.668490288136999,0.550416546624307,1.19752639383761
"22",2006,5730,0.400291856814587,0.175743339670532,0.303819664517962,1.33785925248014,-0.286953056398486,-0.341054138387226,-0.0424827342661493,0.49745384072858,1.20367592312988,0.524572002422163
"23",2007,4403,0.643248622155504,0.400291856814587,-0.60391782104614,0.303819664517962,1.20224587653852,-0.305201849056772,-0.72603036381068,-0.0638495975403155,0.390197480891677,1.17175666950854
"24",2008,4772,-0.367869547417687,0.643248622155504,0.635558006505404,-0.60391782104614,-0.384231955184626,1.17030916331182,-0.138080811851447,-0.74151243347853,-0.206735491654306,0.365842826161839
"25",2009,3971,-1.43525373451535,-0.367869547417687,-1.79985825718073,0.635558006505404,-0.443685257312813,-0.401586612203866,0.978910059573249,-0.15862465280583,1.17573217588388,-0.225539220547684
"26",2010,4542,-1.93133005514158,-1.43525373451535,-1.16638516480422,-1.79985825718073,0.14478663647786,-0.46049345135853,-0.768872268990552,0.948749828400596,1.46587525154411,1.14407277332738
"27",2011,4593,0.748485815902154,-1.93133005514158,-1.2693131277434,-1.16638516480422,1.38932201598072,0.122569523340948,-1.06624214709357,-0.783985504419517,0.340250776031728,1.43151778610781
"28",2012,7149,-0.506590994719278,0.748485815902154,0.151947130715927,-1.2693131277434,-0.127152111407215,1.35566579887828,0.504039856492227,-1.07879526778914,0.0697308578148075,0.316360579569742
"29",2013,4912,-0.845866565507395,-0.506590994719278,-0.139188054581301,0.151947130715927,1.15212573686137,-0.146869708933286,0.678985041483592,0.477967874644326,0.529484837389166,0.0483562469752793
"30",2014,4180,-0.497151122700719,-0.845866565507395,1.04801435389246,-0.139188054581301,2.02774939737645,1.12064970116781,0.193005341094746,0.651406922738136,-1.37203148052927,0.503834938768583
"31",2015,6430,-1.08444377840386,-0.497151122700719,0.722345153013032,1.04801435389246,-0.229772934059666,1.98822509704352,0.104928213292691,0.169611115482756,-1.19645188398199,-1.37999903198018
"32",2016,5653,2.56092578111531,-1.08444377840386,1.88686142907699,0.722345153013032,0.577212105639637,-0.248547295837936,-0.634047898119597,0.0822922606907288,-0.69621981408981,-1.20605216366815
"33",2017,4139,1.84128502675648,2.56092578111531,0.556607258299285,1.88686142907699,-0.127152111407215,0.551020368735053,0.233432298252587,-0.650321862605886,-0.0840971614554677,-0.710471790446617
"34",2018,3930,0.292197093265121,1.84128502675648,0.345114010712656,0.556607258299285,-2.23386471363598,-0.146869708933286,0.636016991538373,0.209690029155809,0.426077700958816,-0.104041313657576
"35",2019,4390,0.571015925414763,0.292197093265121,0.963183223956618,0.345114010712656,-0.75974532763245,-2.23421853502577,0.767158000522212,0.608808793036459,-0.699803740912682,0.401389393290124
