"","Estimate"
"11729",92285.7491357959
"11730",15418.9042539315
"11731",16847.0942877838
"11732",15469.5830191401
"11733",47781.9953815084
"11734",52978.4456452397
"11735",130787.233754455
"11736",20622.9417866552
"11737",16569.5867694502
"11738",56820.6772232425
"11739",33068.781540768
"11740",14334.0333751742
"11741",22313.8195625371
"11742",17132.6036735098
"11743",32706.6019892771
"11744",54883.9866097521
"11745",33447.492697295
"11746",25236.5650639246
"11747",35694.7675617618
"11748",53385.8381237321
"11749",13277.2236472062
"11750",20258.8062753955
"11751",51036.9994386088
"11752",32239.0371601286
"11753",22263.9151317415
"11754",65724.9959556617
"11755",23227.5716727008
"11756",30359.577644178
"11757",162667.564721751
"11758",9530.92560089712
"11759",57140.786671525
"11760",115980.601470599
"11761",94177.6507501886
"11762",11196.3967582766
"11763",50979.5660899598
"11764",70537.3281589032
"11765",37227.7520808517
"11766",46480.2751954629
"11767",37932.5744977021
"11768",83974.2996695655
"11769",63671.3659164515
"11770",57072.7296148201
"11771",37735.9711610121
"11772",8318.79364296571
"11773",16935.5031345699
"11774",27375.8304027339
"11775",205727.707256122
"11776",242245.537095963
"11777",28736.2616170358
"11778",9702.85110190476
"11779",96825.759578993
"11780",61265.7328546039
"11781",14673.0047563093
"11782",34709.1939357939
"11783",13191.8089851544
"11784",9060.33869937226
"11785",39861.3548697807
"11786",45812.6088786529
"11787",73927.5635134087
"11788",62186.1720854003
"11789",37807.9735136325
"11790",79704.3639239857
"11791",22793.3604765542
"11792",49252.60467663
"11793",70225.681818875
"11794",17675.2210862317
"11795",31028.9246825291
"11796",6355.54944738677
"11797",66974.3761434193
"11798",91684.8400840911
"11799",126448.38687445
"11800",21387.0231993097
"11801",18486.033005648
"11802",20901.4443110149
"11803",10263.1999987884
"11804",54737.7064864651
"11805",57388.8788710788
"11806",27040.676009797
"11807",41437.9530074297
"11808",33343.8965462166
"11809",76999.1461062293
"11810",20350.4003003405
"11811",21671.0570146845
"11812",69595.6540715004
"11813",108196.327806837
"11814",28067.156607759
"11815",15871.7161210121
"11816",57336.7907066131
"11817",40825.5728428174
"11818",31346.6550607655
"11819",21759.9469882371
"11820",17613.13211968
"11821",55645.5870896409
"11822",156648.248840039
"11823",30582.9345190582
"11824",44539.699572666
"11825",26079.8091824374
"11826",68774.5688804918
"11827",42657.1996924236
"11828",48430.364555995
"11829",49772.828924713
"11830",40450.7943097214
"11831",42871.0723173391
"11832",15537.8223788618
"11833",37598.4955951117
"11834",64566.0971569645
"11835",46879.7238576168
"11836",53362.5072217795
"11837",33709.1575685011
"11838",46520.5930198694
"11839",106523.247018849
"11840",20409.4360659061
"11841",17263.0327143412
"11842",50299.5490756755
"11843",7268.33710075274
"11844",94020.9335992225
"11845",95158.8118490729
"11846",15348.4387699316
"11847",50966.6987796512
"11848",17034.8331919827
"11849",23328.6823041273
"11850",31329.0137937467
"11851",40695.4801407983
"11852",101831.154887811
"11853",24335.5100510317
"11854",133128.494149408
"11855",25073.7819797305
"11856",69497.7395370476
"11857",6712.56354086298
"11858",57022.4123520944
"11859",39757.7554176392
"11860",24473.0417418873
"11861",96502.7172680576
"11862",13045.8064535297
"11863",119910.258624395
"11864",72917.9604445467
"11865",24777.7792154904
"11866",27183.64148351
"11867",30346.7538271797
"11868",89235.0409471324
"11869",37529.3549841076
"11870",48715.8553023756
"11871",168210.20749961
"11872",27888.2211220469
"11873",29602.7765026276
"11874",19224.2344353901
"11875",19753.8277062484
"11876",38638.9848969518
"11877",50903.423108538
"11878",67088.216193844
"11879",58572.2329800337
"11880",13880.2696904364
"11881",55236.5117274618
"11882",63735.7196065554
"11883",9314.25343251099
"11884",122197.460888434
"11885",70808.5264920569
"11886",31423.3078763464
"11887",101487.922378397
"11888",17870.921475055
"11889",118504.675100561
"11890",31186.0644573853
"11891",16602.6173213813
"11892",51320.598844133
"11893",39822.307189818
"11894",18850.9699043323
"11895",20626.4900185272
"11896",48626.1234472152
"11897",24927.1012640256
"11898",59730.7892629389
"11899",68576.1289823978
"11900",13041.8453472653
"11901",42111.0021819011
"11902",16249.5163867847
"11903",54317.2293288898
"11904",32102.1594095182
"11905",39882.0102745753
"11906",83594.5085822481
"11907",56508.0871494235
"11908",69076.4371213546
"11909",90791.0864056174
"11910",50051.3740436918
"11911",18947.5282276391
"11912",11271.2468556914
"11913",18799.8343755724
"11914",31367.3051906817
"11915",75683.8825523183
"11916",25974.7485313259
"11917",115220.188161335
"11918",33207.4690867909
"11919",26483.0080663213
"11920",47159.3685584931
"11921",50079.341510238
"11922",37977.106660827
"11923",31954.7934649169
"11924",13891.0011668614
"11925",22630.8827261634
"11926",30028.39245916
"11927",15867.5938889523
"11928",19098.9852970081
"11929",6808.44723903088
"11930",16471.890675887
"11931",28598.0208717937
"11932",13944.6119210801
"11933",59835.9463942198
"11934",34781.1832869806
"11935",31264.6225999528
"11936",31792.9682360624
"11937",17564.190690833
"11938",7714.90978662768
"11939",10760.3607670641
"11940",27981.956875452
"11941",29798.5940960043
"11942",9944.13200371302
"11943",11703.847150017
"11944",11575.4395102897
"11945",64259.1487877617
"11946",40323.9613119091
"11947",62676.546312572
"11948",17859.4211242039
"11949",53687.843554565
"11950",42113.8519947183
"11951",32468.1372039505
"11952",103964.934505589
"11953",9692.84616510255
"11954",25205.259234419
"11955",108547.322294332
"11956",18386.9383537661
"11957",21059.8096231928
"11958",18488.9564528001
"11959",36020.2840971016
"11960",70835.2390338234
"11961",24955.9443254592
"11962",16089.7032287953
"11963",56604.6738489003
"11964",33675.6581156921
"11965",24252.507267567
"11966",130023.015941394
"11967",9868.69908742333
"11968",67009.6385013955
"11969",30257.9103565682
"11970",52285.9774094686
"11971",95070.8811760588
"11972",41236.3280551175
"11973",76512.8587405772
"11974",88604.0386237326
"11975",76895.1575958994
"11976",27166.4223099608
"11977",10596.6983218324
"11978",251894.963656956
"11979",65626.0369866484
"11980",32768.8792540792
"11981",57969.0676271875
"11982",27085.5399102427
"11983",29717.5080347602
"11984",26226.998382005
"11985",62519.6435137624
"11986",25476.1367712344
"11987",54528.9267836404
"11988",12531.3031752993
"11989",23569.0018861208
"11990",13250.5780009599
"11991",50763.2523567045
"11992",19357.7206362305
"11993",83403.0862639585
"11994",27045.3336786952
"11995",69897.3530931713
"11996",81058.2688921786
"11997",72493.7759453649
"11998",10084.375680056
"11999",12347.7747655455
"12000",29302.8018203989
"12001",11423.6824288227
"12002",8676.03838302707
"12003",84116.4424072048
"12004",38324.0430559459
"12005",49421.5371359845
"12006",52952.2152041103
"12007",36791.0859669111
"12008",48268.6780819843
"12009",20583.1145311952
"12010",17838.5794730036
"12011",10364.7568436141
"12012",43423.9463184333
"12013",27364.8617513024
"12014",19069.8844109998
"12015",43165.5878038649
"12016",19088.2832148049
"12017",49586.9142740082
"12018",48389.5172133944
"12019",42313.8277229104
"12020",39714.861650808
"12021",31221.2801054902
"12022",61807.6107948798
"12023",10962.0798967313
"12024",24527.002327063
"12025",32865.9957434928
"12026",49494.1076066864
"12027",100733.050312403
"12028",43667.8245073758
"12029",71470.9663692147
"12030",20003.1983893248
"12031",17066.4214637333
"12032",81967.3560235154
"12033",24618.101354679
"12034",18359.7731248814
"12035",42945.1742304488
"12036",20944.3038531937
"12037",35365.4432304154
"12038",26694.0074165072
"12039",18251.7094791753
"12040",96477.5811918946
"12041",56087.037232079
"12042",43118.9086500276
"12043",33980.9058066966
"12044",37553.089456777
"12045",20256.0911972149
"12046",40584.1388333961
"12047",24318.6280197855
"12048",43523.1425569149
"12049",143174.669172435
"12050",51912.0562613892
"12051",69475.1605791665
"12052",44250.0969234923
"12053",20860.5204325823
"12054",42472.9644381313
"12055",43057.9038622112
"12056",23079.520033371
"12057",60969.0309178285
"12058",32712.9942264361
"12059",18010.5012667843
"12060",15754.5071386899
"12061",69955.0168234771
"12062",20235.3716489755
"12063",12631.8185166007
"12064",117567.717068287
"12065",35922.274208646
"12066",78750.2500163671
"12067",47092.6085441642
"12068",17247.2720459315
"12069",13965.9186970946
"12070",67661.365832936
"12071",42994.6686235852
"12072",33601.1495367377
"12073",44553.8694680574
"12074",20921.0588374584
"12075",28250.4004783439
"12076",49321.0820725606
"12077",50082.2890352652
"12078",12468.3182048819
"12079",37069.8369918416
"12080",41912.6404129525
"12081",21267.7189743281
"12082",40317.3201247636
"12083",53402.5048042303
"12084",61097.347228276
"12085",33217.9302570314
"12086",52340.7933381852
"12087",17009.534433511
"12088",45678.4720159435
"12089",118786.3833185
"12090",39727.4442410691
"12091",30675.8367181922
"12092",41467.9484166922
"12093",23660.2035738244
"12094",46278.8523063232
"12095",16285.6485032281
"12096",43111.1665416163
"12097",58560.1605576058
"12098",102484.778043533
"12099",42579.3480413462
"12100",39255.643470166
"12101",55911.2848212436
"12102",35840.0624549802
"12103",102430.898872501
"12104",75746.8954332013
"12105",10789.9402873029
"12106",33983.2214912298
"12107",36289.5275900002
"12108",45748.8881232684
"12109",13055.8935017577
"12110",16073.6455434191
"12111",25178.6171002831
"12112",47063.5383429927
"12113",53624.7470913688
"12114",69767.7414387739
"12115",7679.10818368834
"12116",43148.8166558729
"12117",17240.2896836875
"12118",55481.1491784609
"12119",42383.53779694
"12120",24847.6152927235
"12121",54426.9640102869
"12122",22097.1164950353
"12123",24242.3325733794
"12124",31227.1593482528
"12125",34492.800616139
"12126",28188.9283619094
"12127",12515.4785759455
"12128",43451.5096775951
"12129",37998.2157682797
"12130",14978.3849908002
"12131",64163.8650125219
"12132",27303.0324900871
"12133",25167.3447763546
"12134",31174.8513146165
"12135",13935.2962757189
"12136",21777.2073093965
"12137",23805.9263425749
"12138",86638.5481071325
"12139",21768.0099665089
"12140",3200.72862305102
"12141",144207.929785534
"12142",12114.0503169229
"12143",209464.504971032
"12144",24639.4978728649
"12145",23685.7824323173
"12146",16546.5166402253
"12147",6073.56012868356
"12148",25830.0474732667
"12149",21790.2185065573
"12150",38458.4241834736
"12151",21799.3194726032
"12152",46847.4012923922
"12153",69716.9363766814
"12154",47948.8775555272
"12155",30816.7909153725
"12156",34724.5797967768
"12157",15023.7030036553
"12158",19267.9013388894
"12159",100660.743649269
"12160",8949.88612457007
"12161",17864.2046972116
"12162",46544.8705784013
"12163",16142.6080262464
"12164",60962.9828505995
"12165",23414.1839373691
"12166",58684.2145797333
"12167",22722.359552004
"12168",19014.2143261226
"12169",45466.8352722153
"12170",6855.21041405251
"12171",21903.8875343252
"12172",15462.4792371996
"12173",6843.99766309612
"12174",8682.55205384866
"12175",70620.1281203156
"12176",39211.8512405172
"12177",10168.0628421793
"12178",11147.5961112681
"12179",72400.4893102451
"12180",17961.8891644622
"12181",240006.056523443
"12182",20561.657091614
"12183",14807.9086490642
"12184",35521.4181335853
"12185",57124.9553006092
"12186",29856.2905425611
"12187",22561.5346662005
"12188",21154.836948262
"12189",52097.9677213125
"12190",49700.8770638352
"12191",49879.2594457392
"12192",45179.7739589795
"12193",18537.5618656709
"12194",36503.3909905963
"12195",38902.1841828562
"12196",15872.0492657782
"12197",15403.8900531435
"12198",62498.8925429437
"12199",27661.8502967263
"12200",32001.3375452077
"12201",103447.242195671
"12202",21421.0994769073
"12203",27639.3932142397
"12204",52231.0690839599
"12205",21068.180500076
"12206",18464.6149043303
"12207",22379.9568708255
"12208",35700.1009842531
"12209",34730.8362767334
"12210",14813.6463499928
"12211",66727.5945475036
"12212",23711.9059188235
"12213",76366.0539803027
"12214",45361.2323117593
"12215",11988.3532949257
"12216",112459.858684636
"12217",14716.6919343119
"12218",40263.8362091734
"12219",17204.0020499732
"12220",54407.1076127517
"12221",13007.4733139772
"12222",22021.2774373946
"12223",21513.3213931968
"12224",31362.4857766409
"12225",9936.21857985336
"12226",118598.305472786
"12227",61188.0991907428
"12228",16719.4930490839
"12229",47871.7068993181
"12230",53224.6112049669
"12231",11039.4987935738
"12232",30258.5963484993
"12233",128737.700692859
"12234",20208.9521730034
"12235",5513.600550391
"12236",10366.006013778
"12237",36647.1320186123
"12238",23815.0810031435
"12239",42091.927244486
"12240",91677.4720907612
"12241",49876.9914761309
"12242",9597.82984013404
"12243",81460.8787491397
"12244",35702.1468287345
"12245",33360.8549562591
"12246",36726.0678648162
"12247",67616.1787693212
"12248",17176.267966556
"12249",13687.0960804071
"12250",28380.3945262662
"12251",18563.946328905
"12252",17388.4298105655
"12253",30511.8101363735
"12254",16238.3279682146
"12255",42359.5246542558
"12256",46882.7878309935
"12257",21595.5802797723
"12258",25054.3263673286
"12259",30858.856855521
"12260",23731.0962532055
"12261",26777.5275904526
"12262",38417.0830547973
"12263",14276.8365036787
"12264",112071.920481908
"12265",63962.7645567448
"12266",18852.3736315216
"12267",26025.6084667485
"12268",13156.5422975175
"12269",18904.8837725393
"12270",26671.5762322736
"12271",71111.3607437533
"12272",30509.3912871225
"12273",90209.2305795019
"12274",163463.859788071
"12275",55853.7785668279
"12276",20599.7124784485
"12277",9758.93239102817
"12278",18317.915874782
"12279",23568.5428680065
"12280",29987.1847694994
"12281",45356.182188825
"12282",289783.040635635
"12283",36872.7023343178
"12284",38596.5546519854
"12285",41597.6041985128
"12286",17791.1978928299
"12287",11370.2835408881
"12288",171840.350276208
"12289",28707.4463215029
"12290",47664.9734457979
"12291",116593.341956087
"12292",91272.9881888694
"12293",18294.1898721416
"12294",26320.4014061047
"12295",34109.3860597708
"12296",23508.2396091435
"12297",18291.9325476765
"12298",49052.0683024335
"12299",7779.94167486629
"12300",21263.2256190171
"12301",24764.9556748732
"12302",30138.1782047372
"12303",59899.3538831036
"12304",48367.1866799862
"12305",62128.9531097369
"12306",19059.8678238429
"12307",24615.0581241259
"12308",17113.5310400701
"12309",151627.625332746
"12310",17110.5785112001
"12311",11416.6832302335
"12312",29289.5903910094
"12313",26481.2879325178
"12314",23581.9551329585
"12315",12555.4703004293
"12316",9120.39483845251
"12317",45883.3006911178
"12318",57647.9871565009
"12319",31243.6112388174
"12320",247745.636230163
"12321",35787.2558954426
"12322",33152.5510138704
"12323",11581.9712098122
"12324",56870.1903117076
"12325",73732.1934097688
"12326",63443.7450330063
"12327",20395.9059253024
"12328",50762.4429646146
"12329",18421.8123332147
"12330",24099.633227613
"12331",26702.7091710578
"12332",120907.066811989
"12333",28048.1347204584
"12334",13268.5889691314
"12335",26392.5118513963
"12336",30235.8957402849
"12337",60466.8295890309
"12338",89588.7305995628
"12339",61875.7994821055
"12340",27919.3560505786
"12341",20359.9021698428
"12342",15729.9886134926
"12343",52403.8823644642
"12344",69680.7608296009
"12345",55550.9279647223
"12346",74741.6265689945
"12347",37717.516211893
"12348",46571.7411740749
"12349",33695.0378939874
"12350",32419.8368105098
"12351",22573.2938646408
"12352",15643.6628855862
"12353",28339.7041478998
"12354",27869.742867669
"12355",131144.451107594
"12356",18094.9665383171
"12357",167563.07389647
"12358",118092.026712198
"12359",36755.5652015978
"12360",84655.3562527949
"12361",49366.2383761514
"12362",17054.4480395805
"12363",47861.3846686962
"12364",24914.1653624324
"12365",19386.3850399918
"12366",15282.2365124879
"12367",26764.0538601972
"12368",37406.2865749062
"12369",57418.4704909994
"12370",26717.7026675774
"12371",12587.4781414805
"12372",17116.0041549249
"12373",80108.367390934
"12374",23942.77338623
"12375",43766.4111905277
"12376",27874.876387356
"12377",28597.1081631463
"12378",43603.6111603487
"12379",39301.611975075
"12380",46842.3363470915
"12381",47315.299422638
"12382",30391.3223299706
"12383",55759.3137172698
"12384",28112.4020619806
"12385",26360.976975174
"12386",21102.8402392403
"12387",39370.7700555328
"12388",47223.2176019567
"12389",47676.2221132999
"12390",49275.214754882
"12391",52825.6388984916
"12392",19566.9046005213
"12393",30853.9962578886
"12394",15823.6268871052
"12395",156391.085642256
"12396",9033.22281376867
"12397",27671.2552179796
"12398",24416.2214875273
"12399",67631.0062666004
"12400",21932.8322414006
"12401",35785.2135161831
"12402",29019.3420597276
"12403",36025.6028638062
"12404",79421.9685903163
"12405",44348.1197843289
"12406",30176.5809780164
"12407",68036.6093107361
"12408",51644.1937416647
"12409",38754.665494334
"12410",39236.7432126202
"12411",50586.770164601
"12412",86223.0279757191
"12413",130886.817566929
"12414",41299.5562430816
"12415",19061.1060595444
"12416",70984.7788231733
"12417",23660.430031422
"12418",137073.987161466
"12419",33770.3836357766
"12420",66308.6678382769
"12421",104572.123148152
"12422",56418.2740699101
"12423",11277.0377609032
"12424",65867.5877589893
"12425",18805.8987092112
"12426",47808.2976128289
"12427",38989.6939931098
"12428",30958.5531090006
"12429",19152.4541899717
"12430",85498.743893258
"12431",37123.8301818209
"12432",52747.5328851349
"12433",147774.736727295
"12434",18016.7974419446
"12435",75661.6293240695
"12436",9333.94990802131
"12437",75016.3114613384
"12438",73029.6195999782
"12439",41167.2418640741
"12440",24968.879640569
"12441",47745.840614396
"12442",85385.0949581612
"12443",31335.8017438851
"12444",72246.8943658483
"12445",49495.9378301685
"12446",50618.4136571737
"12447",95349.3921127348
"12448",42987.6322686205
"12449",20064.7566603569
"12450",32103.0725498037
"12451",22381.7079145444
"12452",38220.5923933654
"12453",37366.6187087682
"12454",37459.3086598738
"12455",67727.847650422
"12456",47742.9400167395
"12457",41243.4448419227
"12458",70393.0681229392
"12459",20296.3289053303
"12460",61888.0339330905
"12461",13734.0485004288
"12462",23904.8319887997
"12463",45753.6471196705
"12464",32619.0039755177
"12465",17172.8111264645
"12466",15324.4677618081
"12467",19726.159342185
"12468",18579.9085108153
"12469",98803.1244780894
"12470",109909.226628792
"12471",104375.46349467
"12472",84341.0759176687
"12473",105474.262101987
"12474",9965.33891072626
"12475",39945.3487610427
"12476",106208.051296095
"12477",39772.8262200804
"12478",89734.6931195508
"12479",22022.8174342908
"12480",15345.3275888276
"12481",217121.827019188
"12482",107172.799715279
"12483",49540.7904954045
"12484",41512.1705542764
"12485",19460.2198800614
"12486",21485.7637682112
"12487",9328.84446403391
"12488",27607.7931398932
"12489",34090.6719906304
"12490",40700.7727686069
"12491",19901.002918181
"12492",20202.1907811315
"12493",38596.3741565955
"12494",11891.7702041722
"12495",78538.8555582577
"12496",17969.9191465348
"12497",35881.5960776575
"12498",12691.0983254618
"12499",20672.8738703779
"12500",95760.6571240465
"12501",23963.9403865114
"12502",29478.1867187897
"12503",40247.0208887942
"12504",31916.9900220584
"12505",9441.28807141486
"12506",17772.3024023504
"12507",22829.8482415479
"12508",12462.6218938427
"12509",32026.3295230557
"12510",27472.9858064446
"12511",27496.6744507505
"12512",27092.1433701371
"12513",41133.0706929004
"12514",41751.5538210592
"12515",97550.4001528929
"12516",30826.3436019147
"12517",42707.317414296
"12518",24165.0719916243
"12519",22847.1128553804
"12520",60559.749515595
"12521",30860.5710961601
"12522",24314.3959962153
"12523",121733.77121052
"12524",59670.7921532963
"12525",37577.217781193
"12526",15232.3026779062
"12527",7763.95757514688
"12528",41248.9810969855
"12529",21298.7785765611
"12530",32993.4809829771
"12531",13439.2578104189
"12532",28597.7991784678
"12533",16010.2367325558
"12534",12218.7123151973
"12535",55078.4053669409
"12536",43089.0662620781
"12537",46510.6522932147
"12538",23435.6147018366
"12539",43842.306107897
"12540",30855.3739290157
"12541",11031.5017767178
"12542",23627.8552675096
"12543",52442.3571860443
"12544",53152.0868604304
"12545",60007.9810525981
"12546",7799.75535625071
"12547",16772.6325899024
"12548",27750.4365678097
"12549",37471.5387781934
"12550",133339.478665034
"12551",18556.0052305496
"12552",67326.1188891501
"12553",35633.7163781259
"12554",42854.3188766924
"12555",47977.7037263174
"12556",36022.56535215
"12557",53413.8567392776
"12558",37606.6992396026
"12559",30195.3597788671
"12560",26914.0731288352
"12561",52276.0680891301
"12562",14062.3114720544
"12563",37912.282238613
"12564",153299.739750027
"12565",16175.5888047903
"12566",25109.0541463106
"12567",13930.0846018742
"12568",41258.9342221567
"12569",43451.8961514279
"12570",109453.95415675
"12571",60340.4047395974
"12572",10077.3865422518
"12573",17092.4941034
"12574",21398.7947260552
"12575",15148.214241247
"12576",56577.4356281349
"12577",50276.6997077078
"12578",11916.3723307297
"12579",20892.1631012937
"12580",107428.402812477
"12581",10385.8737480916
"12582",13657.0928576654
"12583",45479.8700114571
"12584",147714.360183081
"12585",59244.9706094157
"12586",30590.4946762643
"12587",27636.0315429074
"12588",17051.4301929009
"12589",19126.054804773
"12590",24933.6644059843
"12591",26652.4953514246
"12592",13408.8443935031
"12593",93800.6222114261
"12594",43627.8802963795
"12595",35486.1357457628
"12596",9910.74703089161
"12597",11795.925351214
"12598",21838.6804363808
"12599",31639.5376688383
"12600",16433.0379269964
"12601",39806.9738041957
"12602",111292.983908964
"12603",24843.0467427227
"12604",56731.9640952149
"12605",33432.877968712
"12606",12255.7586274102
"12607",21181.2708378163
"12608",61128.9766614211
"12609",78497.5842689859
"12610",34793.063083337
"12611",15382.2136606818
"12612",277861.306761345
"12613",41509.0822397919
"12614",32393.0627232791
"12615",18127.8750959704
"12616",42668.6413702883
"12617",78942.1905683184
"12618",22922.5640031505
"12619",9891.56218353888
"12620",42303.2140821019
"12621",10154.1092256845
"12622",20869.8505631364
"12623",51983.8975285169
"12624",14645.1722207609
"12625",27218.449849046
"12626",13679.7215591841
"12627",24591.1237317804
"12628",57436.4570422529
"12629",68987.4355109137
"12630",92898.4524060035
"12631",44998.2753808328
"12632",77633.0837190751
"12633",18324.7212067818
"12634",27229.9390617728
"12635",223782.18883217
"12636",47699.567237643
"12637",72400.5638170113
"12638",9987.35583860386
"12639",13202.1115305659
"12640",43303.8692507206
"12641",13342.2151118059
"12642",73126.8599105706
"12643",25073.7427902118
"12644",28917.2896118029
"12645",27739.696108778
"12646",30282.1266709845
"12647",32604.8903291023
"12648",81688.0200821726
"12649",26655.3354684445
"12650",61510.6975184198
"12651",42441.0633727759
"12652",33468.7282790381
"12653",75671.6907817576
"12654",93061.7780452324
"12655",45815.2050900906
"12656",35340.6897943261
"12657",9453.80885476903
"12658",16764.475451012
"12659",8297.74346393908
"12660",37717.9436683076
"12661",28061.6006681342
"12662",14295.8427520686
"12663",27341.3450999847
"12664",23251.8856488997
"12665",60140.8050523778
"12666",70255.0224619601
"12667",69850.0098915621
"12668",57771.9644832651
"12669",48154.6635686726
"12670",8545.20873436376
"12671",27283.6608529493
"12672",38046.6054428438
"12673",8501.71937347877
"12674",25690.6701328938
"12675",77291.7063818689
"12676",28829.0926737072
"12677",32998.1078669893
"12678",207549.305653787
"12679",48313.0836697504
"12680",97065.9103930339
"12681",22100.797158244
"12682",52978.3292505667
"12683",65634.198432621
"12684",48194.7650464275
"12685",44423.2672969384
"12686",52048.4328059643
"12687",35967.8319158533
"12688",42983.7740016181
"12689",48144.1855648982
"12690",27149.3983513434
"12691",16497.9962908059
"12692",51615.8522587851
"12693",20418.5625318155
"12694",62659.2772667593
"12695",64803.7732066523
"12696",50410.3454407418
"12697",39105.5333331453
"12698",43267.9028546297
"12699",120709.052193747
"12700",26158.4909902691
"12701",19664.5250067362
"12702",46210.3480380305
"12703",28658.4249985086
"12704",33039.7238010345
"12705",91002.5920868614
"12706",75670.2477518025
"12707",13640.8221152861
"12708",14096.3152322523
"12709",29097.2292253923
"12710",107393.083800632
"12711",21554.2159676317
"12712",22313.8872515024
"12713",14055.6933533539
"12714",100100.46289817
"12715",24391.3154192137
"12716",6488.68824274365
"12717",36926.1727694044
"12718",40486.9725149469
"12719",83217.6976573344
"12720",41637.8469361282
"12721",12074.323845864
"12722",10830.24369638
"12723",61080.5875361239
"12724",11977.1348205237
"12725",38286.3750907968
"12726",96352.2627304882
"12727",35357.0583868453
"12728",134630.587603544
"12729",44352.4750821162
"12730",57815.6807506747
"12731",36543.9235246706
"12732",45958.526750386
"12733",58889.3167467515
"12734",14482.6842743113
"12735",22515.8683089099
"12736",14771.5529081697
"12737",12454.8516164316
"12738",12853.0505327517
"12739",13848.1640875555
"12740",4935.44631616049
"12741",30045.729701324
"12742",42055.0381929177
"12743",84280.8973560302
"12744",34099.3091770277
"12745",104865.671149973
"12746",75021.5788923774
"12747",25628.374602681
"12748",72534.7832741882
"12749",27580.341205706
"12750",39388.076487397
"12751",18970.7795483929
"12752",46219.2964093237
"12753",17930.1859056163
"12754",56323.8823908598
"12755",50268.0729386222
"12756",24176.9257001416
"12757",23255.505205773
"12758",85659.3268188082
"12759",28587.7529776764
"12760",48517.3084898017
"12761",20429.9189819936
"12762",36463.3046918097
"12763",60647.4040936933
"12764",32734.9984574674
"12765",102620.311652525
"12766",86529.5308603008
"12767",28783.3813390973
"12768",58744.3186393563
"12769",24534.2953334984
"12770",40266.778946346
"12771",30633.2838879266
"12772",23232.529028158
"12773",20181.1703700636
"12774",35669.2215679603
"12775",22299.1627289147
"12776",12090.3266179207
"12777",21911.1678087347
"12778",46814.0430724899
"12779",6497.35151342945
"12780",35943.2730059938
"12781",25724.3010511052
"12782",35955.7214547691
"12783",30026.1704042359
"12784",42285.7114493898
"12785",22203.6051836072
"12786",23104.8341056475
"12787",112269.998613209
"12788",44735.1878603944
"12789",31082.7535146319
"12790",19342.8290540334
"12791",48667.6158821524
"12792",20230.3969731675
"12793",41757.6914104462
"12794",24445.1689471756
"12795",50781.1960621792
"12796",25570.876449145
"12797",32299.9441722427
"12798",57380.3106765817
"12799",30632.5867976397
"12800",127756.768695473
"12801",9943.01104899664
"12802",25775.8439651474
"12803",30634.9655493198
"12804",36941.8358374137
"12805",20307.9583145473
"12806",18728.4305294038
"12807",48069.1050291536
"12808",14573.9783333855
"12809",22414.8244015354
"12810",59662.6531255758
"12811",39018.8617739194
"12812",37789.7510459157
"12813",42906.045618306
"12814",184796.766685838
"12815",47644.0468827596
"12816",32065.4217894602
"12817",26134.8033026429
"12818",23700.4624204828
"12819",68632.3301079933
"12820",37818.0075588052
"12821",76222.1116905669
"12822",43755.4640130423
"12823",12223.0678678113
"12824",7178.25487865443
"12825",51773.6113788329
"12826",21510.230284103
"12827",29912.3717851474
"12828",38334.5211235477
"12829",24296.8129354652
"12830",59565.3311187933
"12831",19116.4388052047
"12832",139611.664328392
"12833",33668.6219361433
"12834",47386.0859076787
"12835",71972.2566311948
"12836",107689.14031775
"12837",33074.390627295
"12838",37811.9567528414
"12839",5109.37228538377
"12840",47172.8650685251
"12841",36633.9656464754
"12842",26215.4614111998
"12843",53972.4610339319
"12844",15069.8375264213
"12845",20013.8699105276
"12846",27977.9263326635
"12847",7988.64458883344
"12848",121594.913459843
"12849",33324.2604792515
"12850",29522.6533220226
"12851",11768.8553684086
"12852",36449.3844706357
"12853",73148.4308215536
"12854",33447.321394163
"12855",16541.0739989651
"12856",37654.6781844501
"12857",32263.8608638635
"12858",51242.715939197
"12859",63162.274449261
"12860",65517.4205262781
"12861",63408.1391465914
"12862",23841.2086528377
"12863",60711.8878719997
"12864",9310.75049543814
"12865",52650.8833469506
"12866",15114.1016162194
"12867",41322.7214362683
"12868",266036.607476863
"12869",15385.3285103731
"12870",74208.9507528466
"12871",12075.1457501307
"12872",10673.6343258763
"12873",9630.9154157019
"12874",98822.3255463351
"12875",126030.891901881
"12876",29942.7533516032
"12877",18877.4919540619
"12878",17777.6396719068
"12879",33196.7619329981
"12880",107576.428866638
"12881",33650.6824895808
"12882",40067.4428774241
"12883",9461.76486674334
"12884",42901.9017746655
"12885",28315.1286861363
"12886",132557.450157978
"12887",61178.8676172319
"12888",6957.9436359084
"12889",44915.062117849
"12890",13196.5561968236
"12891",8923.34681070127
"12892",32450.2845351966
"12893",14875.832107271
"12894",97398.4067677606
"12895",19437.6025881625
"12896",37310.4225743411
"12897",24100.000693321
"12898",45507.0868588139
"12899",99380.5520009236
"12900",28345.3549180378
"12901",23412.6629730232
"12902",158232.915640418
"12903",108696.445267616
"12904",10633.2693256368
"12905",91333.3707166439
"12906",91199.017379897
"12907",48173.3811729905
"12908",13592.466631544
"12909",23132.7046625978
"12910",52535.8160853262
